bbox_x1,bbox_y1,bbox_x2,bbox_y2,class,image_id,path,vehicle_type
17,20,242,182,114,test_07145,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07145.jpg,Pick Up
13,98,636,414,20,test_07146,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07146.jpg,Sedan
59,109,934,656,191,test_07147,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07147.jpg,Hatchback
146,58,670,426,116,test_07148,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07148.jpg,Van
79,213,885,576,56,test_07149,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07149.jpg,Coupe
49,154,1141,711,25,test_07150,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07150.jpg,Coupe
242,163,1887,1354,170,test_07151,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07151.jpg,Hatchback
164,87,625,419,68,test_07152,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07152.jpg,SUV
52,38,300,192,37,test_07153,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07153.jpg,SUV
61,53,561,416,87,test_07154,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07154.jpg,Pick Up
155,121,411,300,86,test_07155,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07155.jpg,Pick Up
36,81,609,331,81,test_07156,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07156.jpg,Convertible
17,53,423,246,131,test_07157,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07157.jpg,SUV
36,29,567,246,103,test_07158,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07158.jpg,Convertible
30,36,596,465,172,test_07159,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07159.jpg,Coupe
49,34,610,326,105,test_07160,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07160.jpg,Sedan
59,69,845,514,47,test_07161,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07161.jpg,Sedan
42,138,469,286,126,test_07162,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07162.jpg,Minivan
33,101,741,433,54,test_07163,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07163.jpg,Pick Up
23,140,543,308,122,test_07164,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07164.jpg,Pick Up
19,134,525,361,163,test_07165,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07165.jpg,Coupe
76,358,1236,1015,191,test_07166,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07166.jpg,Hatchback
19,81,583,523,59,test_07167,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07167.jpg,Convertible
74,61,361,271,23,test_07168,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07168.jpg,Sedan
47,36,619,414,113,test_07169,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07169.jpg,Pick Up
23,32,280,183,62,test_07170,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07170.jpg,SUV
2,69,450,309,20,test_07171,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07171.jpg,Sedan
32,293,904,678,52,test_07172,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07172.jpg,SUV
64,151,373,253,55,test_07173,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07173.jpg,Convertible
31,38,627,349,185,test_07174,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07174.jpg,Sedan
53,53,570,321,124,test_07175,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07175.jpg,Pick Up
21,64,389,266,74,test_07176,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07176.jpg,Pick Up
27,35,639,402,85,test_07177,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07177.jpg,Minivan
13,11,312,150,20,test_07178,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07178.jpg,Sedan
45,36,993,381,140,test_07179,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07179.jpg,Sedan
7,32,254,178,148,test_07180,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07180.jpg,SUV
176,158,530,397,144,test_07181,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07181.jpg,Coupe
40,107,601,330,90,test_07182,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07182.jpg,Pick Up
52,172,531,351,90,test_07183,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07183.jpg,Pick Up
77,109,438,353,155,test_07184,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07184.jpg,SUV
9,1,465,261,160,test_07185,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07185.jpg,Coupe
59,55,330,211,157,test_07186,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07186.jpg,Convertible
84,129,552,319,137,test_07187,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07187.jpg,Sedan
113,144,855,594,129,test_07188,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07188.jpg,Sedan
38,143,446,342,181,test_07189,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07189.jpg,Sedan
78,37,536,440,174,test_07190,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07190.jpg,Van
20,127,584,370,176,test_07191,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07191.jpg,Sedan
11,142,519,288,163,test_07192,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07192.jpg,Coupe
11,38,288,167,91,test_07193,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07193.jpg,Pick Up
68,80,594,432,159,test_07194,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07194.jpg,SUV
59,99,504,400,129,test_07195,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07195.jpg,Sedan
1,22,212,124,60,test_07196,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07196.jpg,Wagon
126,171,714,505,89,test_07197,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07197.jpg,SUV
82,115,706,505,58,test_07198,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07198.jpg,SUV
2,6,500,279,154,test_07199,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07199.jpg,SUV
9,203,1204,785,101,test_07200,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07200.jpg,Coupe
55,138,579,392,24,test_07201,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07201.jpg,Sedan
17,87,625,435,94,test_07202,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07202.jpg,SUV
9,72,784,455,107,test_07203,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07203.jpg,Convertible
123,34,714,436,3,test_07204,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07204.jpg,Sedan
82,51,557,290,133,test_07205,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07205.jpg,SUV
5,27,269,166,143,test_07206,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07206.jpg,SUV
26,91,292,245,40,test_07207,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07207.jpg,Sedan
31,90,594,444,87,test_07208,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07208.jpg,Pick Up
3,29,553,312,40,test_07209,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07209.jpg,Sedan
57,276,947,620,140,test_07210,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07210.jpg,Sedan
14,88,404,264,5,test_07211,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07211.jpg,Sedan
26,29,772,403,174,test_07212,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07212.jpg,Van
99,157,544,329,151,test_07213,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07213.jpg,Coupe
27,134,632,393,96,test_07214,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07214.jpg,Sedan
39,41,256,174,65,test_07215,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07215.jpg,Pick Up
187,199,903,716,43,test_07216,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07216.jpg,Coupe
8,124,466,297,117,test_07217,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07217.jpg,Sedan
160,127,675,501,72,test_07218,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07218.jpg,Coupe
27,16,567,342,95,test_07219,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07219.jpg,SUV
93,85,948,621,132,test_07220,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07220.jpg,SUV
28,39,446,228,168,test_07221,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07221.jpg,Hatchback
23,18,968,545,97,test_07222,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07222.jpg,Sedan
31,63,449,288,165,test_07223,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07223.jpg,Sedan
27,32,587,395,16,test_07224,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07224.jpg,Sedan
48,46,452,330,117,test_07225,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07225.jpg,Sedan
11,91,274,175,19,test_07226,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07226.jpg,Hatchback
64,128,717,427,82,test_07227,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07227.jpg,Wagon
121,124,510,376,146,test_07228,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07228.jpg,SUV
2,80,258,179,143,test_07229,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07229.jpg,SUV
17,202,312,429,93,test_07230,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07230.jpg,Coupe
9,53,235,145,86,test_07231,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07231.jpg,Pick Up
22,17,243,153,19,test_07232,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07232.jpg,Hatchback
143,74,503,402,184,test_07233,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07233.jpg,Sedan
21,135,795,450,143,test_07234,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07234.jpg,SUV
24,26,427,273,14,test_07235,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07235.jpg,Coupe
79,64,556,396,196,test_07236,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07236.jpg,Convertible
89,206,894,548,132,test_07237,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07237.jpg,SUV
37,186,572,480,14,test_07238,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07238.jpg,Coupe
33,112,568,360,37,test_07239,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07239.jpg,SUV
17,39,277,200,32,test_07240,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07240.jpg,SUV
95,132,591,441,62,test_07241,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07241.jpg,SUV
49,51,590,433,171,test_07242,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07242.jpg,Coupe
12,83,608,432,68,test_07243,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07243.jpg,SUV
532,1,2302,1406,8,test_07244,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07244.jpg,Convertible
103,153,932,552,66,test_07245,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07245.jpg,Coupe
1,6,1511,560,175,test_07246,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07246.jpg,Coupe
8,80,375,225,91,test_07247,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07247.jpg,Pick Up
19,83,487,327,129,test_07248,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07248.jpg,Sedan
9,29,259,169,54,test_07249,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07249.jpg,Pick Up
52,42,212,173,9,test_07250,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07250.jpg,Coupe
193,229,705,476,191,test_07251,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07251.jpg,Hatchback
16,59,262,147,51,test_07252,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07252.jpg,Sedan
144,297,905,669,163,test_07253,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07253.jpg,Coupe
43,161,982,589,148,test_07254,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07254.jpg,SUV
157,47,796,315,3,test_07255,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07255.jpg,Sedan
26,71,624,427,94,test_07256,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07256.jpg,SUV
35,108,576,314,60,test_07257,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07257.jpg,Wagon
2,13,160,120,1,test_07258,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07258.jpg,SUV
329,287,1546,1011,184,test_07259,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07259.jpg,Sedan
38,19,223,158,38,test_07260,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07260.jpg,Convertible
28,75,406,266,179,test_07261,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07261.jpg,Convertible
54,224,525,645,140,test_07262,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07262.jpg,Sedan
34,99,486,273,98,test_07263,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07263.jpg,Hatchback
37,21,561,255,184,test_07264,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07264.jpg,Sedan
37,31,407,338,10,test_07265,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07265.jpg,Convertible
20,31,308,176,148,test_07266,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07266.jpg,SUV
112,139,729,419,126,test_07267,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07267.jpg,Minivan
21,33,478,312,39,test_07268,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07268.jpg,Convertible
7,108,1241,738,158,test_07269,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07269.jpg,Convertible
40,158,503,329,168,test_07270,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07270.jpg,Hatchback
86,72,601,339,43,test_07271,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07271.jpg,Coupe
17,110,414,243,107,test_07272,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07272.jpg,Convertible
65,66,630,406,128,test_07273,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07273.jpg,Coupe
68,63,275,171,44,test_07274,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07274.jpg,Sedan
159,191,613,336,104,test_07275,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07275.jpg,Coupe
42,76,379,262,59,test_07276,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07276.jpg,Convertible
59,194,1445,980,190,test_07277,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07277.jpg,Hatchback
166,114,464,326,105,test_07278,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07278.jpg,Sedan
1,45,300,183,106,test_07279,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07279.jpg,Pick Up
44,12,237,174,121,test_07280,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07280.jpg,SUV
79,42,917,664,145,test_07281,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07281.jpg,SUV
65,122,536,411,83,test_07282,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07282.jpg,Wagon
10,29,252,149,161,test_07283,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07283.jpg,Convertible
23,38,795,327,17,test_07284,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07284.jpg,Sedan
46,39,485,322,152,test_07285,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07285.jpg,Coupe
73,80,611,409,58,test_07286,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07286.jpg,SUV
28,187,1001,519,114,test_07287,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07287.jpg,Pick Up
79,48,515,370,150,test_07288,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07288.jpg,Coupe
27,55,244,175,27,test_07289,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07289.jpg,Convertible
54,69,508,391,162,test_07290,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07290.jpg,Sedan
261,171,535,308,29,test_07291,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07291.jpg,Sedan
97,197,516,446,118,test_07292,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07292.jpg,SUV
17,40,241,174,76,test_07293,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07293.jpg,SUV
46,97,457,316,146,test_07294,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07294.jpg,SUV
62,165,1216,512,79,test_07295,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07295.jpg,Sedan
44,103,707,518,116,test_07296,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07296.jpg,Van
97,93,588,429,50,test_07297,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07297.jpg,SUV
20,22,249,184,116,test_07298,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07298.jpg,Van
39,70,577,364,155,test_07299,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07299.jpg,SUV
21,69,612,355,165,test_07300,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07300.jpg,Sedan
44,121,611,399,20,test_07301,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07301.jpg,Sedan
66,155,971,685,75,test_07302,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07302.jpg,Pick Up
29,6,609,345,149,test_07303,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07303.jpg,SUV
12,21,531,351,106,test_07304,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07304.jpg,Pick Up
21,64,612,303,185,test_07305,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07305.jpg,Sedan
22,130,976,621,79,test_07306,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07306.jpg,Sedan
27,224,455,351,8,test_07307,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07307.jpg,Convertible
32,151,886,619,119,test_07308,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07308.jpg,Van
36,49,238,151,83,test_07309,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07309.jpg,Wagon
16,94,632,387,21,test_07310,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07310.jpg,Convertible
66,247,949,644,170,test_07311,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07311.jpg,Hatchback
30,71,602,397,181,test_07312,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07312.jpg,Sedan
75,140,559,379,82,test_07313,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07313.jpg,Wagon
7,52,436,290,54,test_07314,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07314.jpg,Pick Up
40,97,590,418,124,test_07315,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07315.jpg,Pick Up
30,99,465,250,137,test_07316,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07316.jpg,Sedan
23,99,467,267,181,test_07317,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07317.jpg,Sedan
82,103,570,318,46,test_07318,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07318.jpg,Coupe
1,126,1267,841,153,test_07319,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07319.jpg,Coupe
39,93,566,373,102,test_07320,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07320.jpg,Convertible
31,110,672,440,91,test_07321,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07321.jpg,Pick Up
9,8,193,110,111,test_07322,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07322.jpg,Pick Up
14,32,440,254,47,test_07323,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07323.jpg,Sedan
23,114,619,367,92,test_07324,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07324.jpg,Wagon
23,45,205,155,71,test_07325,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07325.jpg,Van
2,13,200,120,62,test_07326,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07326.jpg,SUV
189,99,3781,2994,146,test_07327,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07327.jpg,SUV
102,46,563,234,61,test_07328,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07328.jpg,Sedan
18,31,799,585,44,test_07329,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07329.jpg,Sedan
73,84,516,306,2,test_07330,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07330.jpg,Sedan
316,325,1333,766,31,test_07331,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07331.jpg,Convertible
12,41,264,185,108,test_07332,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07332.jpg,Minivan
24,37,483,277,97,test_07333,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07333.jpg,Sedan
15,29,293,192,13,test_07334,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07334.jpg,Coupe
42,133,589,471,71,test_07335,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07335.jpg,Van
62,87,992,683,132,test_07336,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07336.jpg,SUV
91,341,2091,1453,123,test_07337,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07337.jpg,Convertible
14,28,617,361,53,test_07338,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07338.jpg,Pick Up
29,197,397,416,36,test_07339,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07339.jpg,Convertible
155,505,1958,1194,69,test_07340,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07340.jpg,Pick Up
7,26,251,187,90,test_07341,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07341.jpg,Pick Up
81,223,1304,810,27,test_07342,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07342.jpg,Convertible
213,58,408,217,37,test_07343,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07343.jpg,SUV
47,137,503,332,66,test_07344,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07344.jpg,Coupe
157,193,901,709,154,test_07345,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07345.jpg,SUV
124,151,639,390,21,test_07346,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07346.jpg,Convertible
88,143,452,379,134,test_07347,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07347.jpg,Sedan
49,239,1227,759,73,test_07348,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07348.jpg,Sedan
24,81,472,262,127,test_07349,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07349.jpg,Minivan
104,77,239,160,135,test_07350,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07350.jpg,Sedan
86,168,981,532,83,test_07351,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07351.jpg,Wagon
363,196,4054,2201,49,test_07352,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07352.jpg,Sedan
89,182,719,467,3,test_07353,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07353.jpg,Sedan
9,31,639,343,98,test_07354,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07354.jpg,Hatchback
81,103,885,634,52,test_07355,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07355.jpg,SUV
117,585,637,901,163,test_07356,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07356.jpg,Coupe
38,116,444,346,74,test_07357,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07357.jpg,Pick Up
26,110,609,366,104,test_07358,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\07358.jpg,Coupe
